ID,Value,Source
Oirat [oira1262]-Table 1.tsv-GB110,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB111,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB113,1,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB114,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB115,1,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB116,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB117,1,Birtalan (2003:222)
Oirat [oira1262]-Table 1.tsv-GB118,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB119,1,Birtalan (2003:224)
Oirat [oira1262]-Table 1.tsv-GB120,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB121,1,Birtalan (2003:222)
Oirat [oira1262]-Table 1.tsv-GB122,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB123,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB124,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB126,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB127,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB129,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB131,0,Birtalan (2003:221-226)
Oirat [oira1262]-Table 1.tsv-GB132,0,Birtalan (2003:221-226)
Oirat [oira1262]-Table 1.tsv-GB133,1,Birtalan (2003:221-226)
Oirat [oira1262]-Table 1.tsv-GB134,?,Birtalan (2003:221-226)
Oirat [oira1262]-Table 1.tsv-GB135,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB136,?,Birtalan (2003:221-226)
Oirat [oira1262]-Table 1.tsv-GB137,0,Birtalan (2003:226)
Oirat [oira1262]-Table 1.tsv-GB138,0,Birtalan (2003:226)
Oirat [oira1262]-Table 1.tsv-GB139,1,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB140,0,Birtalan (2003:226)
Oirat [oira1262]-Table 1.tsv-GB146,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB147,1,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB148,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB149,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB150,1,Birtalan (2003:224)
Oirat [oira1262]-Table 1.tsv-GB151,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB152,1,Birtalan (2003:223)
Oirat [oira1262]-Table 1.tsv-GB155,1,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB156,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB158,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB159,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB160,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB165,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-GB166,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-GB167,0,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-GB170,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB171,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB172,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB177,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB184,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB185,?,Birtalan (2003:220)
Oirat [oira1262]-Table 1.tsv-GB186,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB187,1,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB188,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB192,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB196,0,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-GB197,0,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-GB198,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB204,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB250,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB252,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB253,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB254,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB256,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB257,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB260,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB262,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB263,1,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB264,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB265,0,Birtalan (2003:217)
Oirat [oira1262]-Table 1.tsv-GB266,1,Birtalan (2003:217)
Oirat [oira1262]-Table 1.tsv-GB270,0,Birtalan (2003:217)
Oirat [oira1262]-Table 1.tsv-GB273,0,Birtalan (2003:217)
Oirat [oira1262]-Table 1.tsv-GB275,?,Birtalan (2003:217)
Oirat [oira1262]-Table 1.tsv-GB276,?,Birtalan (2003:217)
Oirat [oira1262]-Table 1.tsv-GB285,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB286,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB291,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB296,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB297,0,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-GB298,0,Birtalan (2003:226)
Oirat [oira1262]-Table 1.tsv-GB299,1,Birtalan (2003:226)
Oirat [oira1262]-Table 1.tsv-GB300,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB301,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB302,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB303,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-GB304,1,Birtalan (2003:217)
Oirat [oira1262]-Table 1.tsv-GB305,1,Birtalan (2003:220)
Oirat [oira1262]-Table 1.tsv-GB306,0,Birtalan (2003:220)
Oirat [oira1262]-Table 1.tsv-GB309,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB312,0,Birtalan (2003:221)
Oirat [oira1262]-Table 1.tsv-GB313,0,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-GB314,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB315,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB316,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-GB317,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-GB318,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-GB319,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-GB320,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-GB321,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB322,1,Birtalan (2003:223)
Oirat [oira1262]-Table 1.tsv-GB323,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB324,0,Birtalan (2003:220)
Oirat [oira1262]-Table 1.tsv-GB325,0,Birtalan (2003:220)
Oirat [oira1262]-Table 1.tsv-GB326,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB327,0,Birtalan (2003:223)
Oirat [oira1262]-Table 1.tsv-GB328,1,Birtalan (2003:223)
Oirat [oira1262]-Table 1.tsv-GB329,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB330,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB331,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB333,1,Birtalan (2003:218-219)
Oirat [oira1262]-Table 1.tsv-GB334,0,Birtalan (2003:218-219)
Oirat [oira1262]-Table 1.tsv-GB335,0,Birtalan (2003:218-219)
Oirat [oira1262]-Table 1.tsv-GB336,0,Birtalan (2003:218-219)
Oirat [oira1262]-Table 1.tsv-GB400,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB401,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB402,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB403,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB408,1,Birtalan (2003:216-217)
Oirat [oira1262]-Table 1.tsv-GB409,0,Birtalan (2003:216-217)
Oirat [oira1262]-Table 1.tsv-GB410,1,Birtalan (2003:216-217)
Oirat [oira1262]-Table 1.tsv-GB415,0,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-GB421,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB422,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB430,0,Birtalan (2003:217, 220)
Oirat [oira1262]-Table 1.tsv-GB431,0,Birtalan (2003:217, 220)
Oirat [oira1262]-Table 1.tsv-GB432,1,Birtalan (2003:217, 220)
Oirat [oira1262]-Table 1.tsv-GB433,1,Birtalan (2003:217, 220)
Oirat [oira1262]-Table 1.tsv-GB519,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB520,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB521,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-GB522,1,Birtalan (2003:225)
Oirat [oira1262]-Table 1.tsv-TE003,1,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE004,0,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE005,?,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE006,?,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE007,0,Rybatzki (2003:371-372); Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE008,1,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE018,1,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-TE019,1,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-TE027,1,Birtalan (2003:219)
Oirat [oira1262]-Table 1.tsv-TE031,1,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE037,1,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE038,1,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE039,1,Rybatzki (2003:371-372); Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TE050,0,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-TE052,1,Birtalan (2003:216-217)
Oirat [oira1262]-Table 1.tsv-TE053,1,Birtalan (2003:216-217)
Oirat [oira1262]-Table 1.tsv-TE054,?,Birtalan (2003:222, 226)
Oirat [oira1262]-Table 1.tsv-TE059,0,Birtalan (2003:215)
Oirat [oira1262]-Table 1.tsv-TE066,1,Birtalan (2003:221)
Oirat [oira1262]-Table 1.tsv-TE078,0,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TS001,1,Birtalan (2003:225)
Oirat [oira1262]-Table 1.tsv-TS002,0,Birtalan (2003:225)
Oirat [oira1262]-Table 1.tsv-TS003,1,Birtalan (2003:222)
Oirat [oira1262]-Table 1.tsv-TS004,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-TS005,1,Birtalan (2003:217, 220)
Oirat [oira1262]-Table 1.tsv-TS006,1,Birtalan (2003:217, 220)
Oirat [oira1262]-Table 1.tsv-TS007,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-TS008,?,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-TS009,1,Birtalan (2003:216)
Oirat [oira1262]-Table 1.tsv-TS010,0,Birtalan (2003:210-227)
Oirat [oira1262]-Table 1.tsv-TS079,0,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TS080,1,Birtalan (2003:213)
Oirat [oira1262]-Table 1.tsv-TS086,1,Birtalan (2003:221-226)
Oirat [oira1262]-Table 1.tsv-TS087,0,Birtalan (2003:221-226)
Oirat [oira1262]-Table 1.tsv-TS088,1,Birtalan (2003:214)
okin1246]-Table 1.tsv-GB020,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB021,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB022,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB023,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB026,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB027,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB028,0,van der Lubbe (2015:349)
okin1246]-Table 1.tsv-GB030,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB031,0,van der Lubbe (2015:349-350)
okin1246]-Table 1.tsv-GB035,1,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB036,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB037,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB038,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB039,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB041,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB042,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB043,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB044,0,van der Lubbe (2015:353)
okin1246]-Table 1.tsv-GB046,1,van der Lubbe (2015:353)
okin1246]-Table 1.tsv-GB047,1,van der Lubbe (2015:357)
okin1246]-Table 1.tsv-GB048,1,van der Lubbe (2015:357)
okin1246]-Table 1.tsv-GB049,0,van der Lubbe (2015:357)
okin1246]-Table 1.tsv-GB051,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB052,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB053,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB054,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB057,1,van der Lubbe (2015:351)
okin1246]-Table 1.tsv-GB058,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB059,?,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB068,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB069,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB070,1,van der Lubbe (2015:352, 359)
okin1246]-Table 1.tsv-GB071,1,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB072,1,van der Lubbe (2015:352, 359)
okin1246]-Table 1.tsv-GB073,1,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB074,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB075,1,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB079,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB080,1,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB081,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB082,1,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB083,1,van der Lubbe (2015:356, 363)
okin1246]-Table 1.tsv-GB084,0,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB086,1,van der Lubbe (2015:356, 360-361)
okin1246]-Table 1.tsv-GB089,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB090,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB091,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB092,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB093,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB094,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB095,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB096,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB098,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB099,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB103,0,van der Lubbe (2015:368-371)
okin1246]-Table 1.tsv-GB104,0,van der Lubbe (2015:368-371)
okin1246]-Table 1.tsv-GB105,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB107,1,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB108,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB109,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB110,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB111,1,van der Lubbe (2015:356)
okin1246]-Table 1.tsv-GB113,1,van der Lubbe (2015:355, 368-370)
okin1246]-Table 1.tsv-GB114,0,van der Lubbe (2015:371-372)
okin1246]-Table 1.tsv-GB115,0,van der Lubbe (2015:371-372)
okin1246]-Table 1.tsv-GB116,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB117,1,van der Lubbe (2015:360)
okin1246]-Table 1.tsv-GB118,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB119,0,van der Lubbe (2015:365)
okin1246]-Table 1.tsv-GB120,1,van der Lubbe (2015:364)
okin1246]-Table 1.tsv-GB121,0,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB122,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB123,1,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB124,0,van der Lubbe (2015:368-370)
okin1246]-Table 1.tsv-GB126,1,van der Lubbe (2015:358-359)
okin1246]-Table 1.tsv-GB127,0,van der Lubbe (2015:358-359)
okin1246]-Table 1.tsv-GB129,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB131,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB132,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB133,1,van der Lubbe (2015:369)
okin1246]-Table 1.tsv-GB134,1,van der Lubbe (2015:359)
okin1246]-Table 1.tsv-GB135,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB136,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB137,1,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB138,0,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB139,1,van der Lubbe (2015:356, 363, 367)
okin1246]-Table 1.tsv-GB140,0,van der Lubbe (2015:363, 367)
okin1246]-Table 1.tsv-GB146,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB147,1,van der Lubbe (2015:356)
okin1246]-Table 1.tsv-GB148,0,van der Lubbe (2015:368-370)
okin1246]-Table 1.tsv-GB149,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB150,1,van der Lubbe (2015:357, 359, 371)
okin1246]-Table 1.tsv-GB151,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB152,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB155,1,van der Lubbe (2015:355, 368-370)
okin1246]-Table 1.tsv-GB156,0,van der Lubbe (2015:368-370)
okin1246]-Table 1.tsv-GB158,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB159,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB160,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB165,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB166,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB167,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB170,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB171,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB172,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB177,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB184,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB185,?,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB186,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB187,?,van der Lubbe (2015:353)
okin1246]-Table 1.tsv-GB188,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB192,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB196,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB197,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-GB198,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB204,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB250,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB252,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB253,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB254,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB256,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB257,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB260,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB262,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB263,1,van der Lubbe (2015:358, 361-362)
okin1246]-Table 1.tsv-GB264,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB265,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB266,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB270,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB273,1,van der Lubbe (2015:352, 358)
okin1246]-Table 1.tsv-GB275,0,van der Lubbe (2015:358)
okin1246]-Table 1.tsv-GB276,0,van der Lubbe (2015:358)
okin1246]-Table 1.tsv-GB285,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB286,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB291,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB296,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB297,0,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB298,0,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB299,0,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB300,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB301,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB302,0,van der Lubbe (2015:368-370)
okin1246]-Table 1.tsv-GB303,0,van der Lubbe (2015:368-370)
okin1246]-Table 1.tsv-GB304,1,van der Lubbe (2015:368-370)
okin1246]-Table 1.tsv-GB305,1,van der Lubbe (2015:371-372)
okin1246]-Table 1.tsv-GB306,1,van der Lubbe (2015:371)
okin1246]-Table 1.tsv-GB309,0,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB312,1,van der Lubbe (2015:356, 362-363)
okin1246]-Table 1.tsv-GB313,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB314,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB315,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB316,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB317,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB318,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB319,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB320,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB321,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB322,0,van der Lubbe (2015:365)
okin1246]-Table 1.tsv-GB323,1,van der Lubbe (2015:366)
okin1246]-Table 1.tsv-GB324,1,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB325,0,van der Lubbe (2015:351)
okin1246]-Table 1.tsv-GB326,1,van der Lubbe (2015: 361-362)
okin1246]-Table 1.tsv-GB327,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB328,1,van der Lubbe (2015:359)
okin1246]-Table 1.tsv-GB329,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB330,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB331,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB333,1,van der Lubbe (2015:351)
okin1246]-Table 1.tsv-GB334,0,van der Lubbe (2015:351)
okin1246]-Table 1.tsv-GB335,0,van der Lubbe (2015:351)
okin1246]-Table 1.tsv-GB336,0,van der Lubbe (2015:351)
okin1246]-Table 1.tsv-GB400,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB401,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB402,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB403,?,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB408,1,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB409,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB410,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB415,1,van der Lubbe (2015:349-350)
okin1246]-Table 1.tsv-GB421,0,van der Lubbe (2015:376)
okin1246]-Table 1.tsv-GB422,0,van der Lubbe (2015:376)
okin1246]-Table 1.tsv-GB430,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB431,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB432,1,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB433,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-GB519,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-GB520,0,van der Lubbe (2015:364)
okin1246]-Table 1.tsv-GB521,0,van der Lubbe (2015:363)
okin1246]-Table 1.tsv-GB522,1,van der Lubbe (2015:354)
okin1246]-Table 1.tsv-TE003,0,van der Lubbe (2015:346-349)
okin1246]-Table 1.tsv-TE004,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-TE005,0,van der Lubbe (2015:346)
okin1246]-Table 1.tsv-TE006,1,van der Lubbe (2015:347)
okin1246]-Table 1.tsv-TE007,0,van der Lubbe (2015:347)
okin1246]-Table 1.tsv-TE008,1,van der Lubbe (2015:346)
okin1246]-Table 1.tsv-TE018,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-TE019,0,van der Lubbe (2015:350)
okin1246]-Table 1.tsv-TE027,0,van der Lubbe (2015:353)
okin1246]-Table 1.tsv-TE031,0,van der Lubbe (2015:346)
okin1246]-Table 1.tsv-TE037,1,van der Lubbe (2015:347)
okin1246]-Table 1.tsv-TE038,0,van der Lubbe (2015:345-376)
okin1246]-Table 1.tsv-TE039,1,van der Lubbe (2015:346)
okin1246]-Table 1.tsv-TE050,0,van der Lubbe (2015:351)
okin1246]-Table 1.tsv-TE052,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-TE053,0,van der Lubbe (2015:352)
okin1246]-Table 1.tsv-TE054,1,van der Lubbe (2015: 361-362)
