ID,Value,Source
gaga1249]-Table 1.tsv-TE027,0,Pokrovskaja (1964:127-128)
gaga1249]-Table 1.tsv-TE031,0,Pokrovskaja (1964:62)
gaga1249]-Table 1.tsv-TE037,1,Pokrovskaja (1964:51)
gaga1249]-Table 1.tsv-TE038,1,Pokrovskaja (1964:51)
gaga1249]-Table 1.tsv-TE039,1,Pokrovskaja (1964:25)
gaga1249]-Table 1.tsv-TE050,0,Pokrovskaja (1964:109)
gaga1249]-Table 1.tsv-TE052,1,Ulutas (2000:48-49); Pokrovskaja (1964:114)
gaga1249]-Table 1.tsv-TE053,0,Pokrovskaja (1964:115-116)
gaga1249]-Table 1.tsv-TE054,1,Pokrovskaja (1964:138); Baskakov (1973:214)
gaga1249]-Table 1.tsv-TE059,0,Pokrovskaja (1964:173-174)
gaga1249]-Table 1.tsv-TE066,1,Pokrovskaja (1964:162, 204)
gaga1249]-Table 1.tsv-TE078,0,Pokrovskaja (1964:51)
gaga1249]-Table 1.tsv-TS001,1,Pokrovskaja (1964:109)
gaga1249]-Table 1.tsv-TS002,0,Pokrovskaja (1964:109)
gaga1249]-Table 1.tsv-TS003,1,Pokrovskaja (1964:131-138)
gaga1249]-Table 1.tsv-TS004,0,Pokrovskaja (1964:131-138)
gaga1249]-Table 1.tsv-TS005,1,Pokrovskaja (1964:110, 112)
gaga1249]-Table 1.tsv-TS006,1,Pokrovskaja (1964:110, 112)
gaga1249]-Table 1.tsv-TS007,1,Pokrovskaja (1964:203)
gaga1249]-Table 1.tsv-TS008,0,Pokrovskaja (1964:203)
gaga1249]-Table 1.tsv-TS009,1,Pokrovskaja (1964:142-143)
gaga1249]-Table 1.tsv-TS010,0,Pokrovskaja (1964:142-143)
gaga1249]-Table 1.tsv-TS079,0,Pokrovskaja (1964:76)
gaga1249]-Table 1.tsv-TS080,1,Pokrovskaja (1964:76)
gaga1249]-Table 1.tsv-TS086,1,Pokrovskaja (1964:115, 195, 279)
gaga1249]-Table 1.tsv-TS087,0,Pokrovskaja (1964:115, 195, 279)
gaga1249]-Table 1.tsv-TS088,0,Pokrovskaja (1964:51)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB020,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB021,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB022,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB023,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB026,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB027,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB028,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB030,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB031,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB035,0,Aso (2010:197, 199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB036,0,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB037,0,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB038,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB039,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB041,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB042,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB043,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB044,0,Aso (2010:221-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB046,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB047,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB048,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB049,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB051,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB052,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB053,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB054,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB057,1,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB058,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB059,0,Aso (2010:211)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB068,1,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB069,0,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB070,1,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB071,1,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB072,1,Aso (2010:200, 207)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB073,1,Aso (2010:190, 207)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB074,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB075,?,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB079,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB080,1,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB081,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB082,1,Aso (2010:203, 213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB083,1,Aso (2010:195-196, 203, 213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB084,0,Aso (2010:203, 213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB086,1,Aso (2010:202)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB089,0,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB090,0,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB091,0,Aso (2010:195, 204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB092,0,Aso (2010:195, 204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB093,0,Aso (2010:195, 204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB094,0,Aso (2010:195, 204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB095,0,Aso (2010:200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB096,0,Aso (2010:200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB098,0,Aso (2010:200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB099,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB103,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB104,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB105,0,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB107,1,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB108,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB109,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB110,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB111,1,Aso (2010:202)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB113,1,Aso (2010:213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB114,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB115,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB116,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB117,1,Aso (2010:195, 206-207)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB118,?,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB119,1,Aso (2010:206)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB120,1,Aso (2010:195, 204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB121,0,Aso (2010:213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB122,1,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB123,1,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB124,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB126,1,Aso (2010:211)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB127,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB129,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB131,0,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB132,0,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB133,1,Aso (2010:195, 204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB134,1,Aso (2010:217-220)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB135,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB136,1,Aso (2010:200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB137,1,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB138,0,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB139,1,Aso (2010:203, 205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB140,1,Aso (2010:195, 205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB146,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB147,1,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB148,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB149,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB150,1,Aso (2010:217-218)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB151,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB152,1,Aso (2010:204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB155,1,Aso (2010:204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB156,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB158,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB159,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB160,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB165,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB166,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB167,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB170,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB171,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB172,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB177,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB184,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB185,0,Aso (2010:197, 224)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB186,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB187,1,Aso (2010:200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB188,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB192,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB196,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB197,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB198,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB204,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB250,1,Aso (2010:212)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB252,1,Aso (2010:212)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB253,0,Aso (2010:212)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB254,0,Aso (2010:212)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB256,0,Aso (2010:212)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB257,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB260,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB262,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB263,1,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB264,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB265,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB266,1,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB270,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB273,1,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB275,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB276,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB285,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB286,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB291,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB296,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB297,0,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB298,0,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB299,0,Aso (2010:205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB300,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB301,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB302,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB303,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB304,1,Aso (2010:201, 213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB305,1,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB306,?,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB309,0,Aso (2010:213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB312,1,Aso (2010:202)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB313,?,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB314,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB315,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB316,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB317,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB318,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB319,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB320,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB321,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB322,0,Aso (2010:208)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB323,1,Aso (2010:208)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB324,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB325,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB326,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB327,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB328,1,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB329,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB330,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB331,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB333,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB334,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB335,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB336,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB400,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB401,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB402,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB403,?,Aso (2010:204)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB408,0,Aso (2010:190, 200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB409,0,Aso (2010:190, 200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB410,1,Aso (2010:190, 200)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB415,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB421,?,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB422,1,Aso (2010:213, 222)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB430,0,Aso (2010:195, 198)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB431,1,Aso (2010:211)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB432,1,Aso (2010:195, 198)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB433,0,Aso (2010:195, 198)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB519,0,Aso (2010:202)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB520,0,Aso (2010:202)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB521,0,Aso (2010:213)
Hateruma Yaeyama [hate1238]-Table 1.tsv-GB522,1,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE003,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE004,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE005,0,Aso (2010:192)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE006,0,Aso (2010:193)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE007,0,Aso (2010:193)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE008,1,Aso (2010:192)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE018,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE019,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE027,0,Aso (2010:199)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE031,0,Aso (2010:192)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE037,1,Aso (2010:192)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE038,0,Aso (2010:192)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE039,?,Aso (2010:191-192)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE050,1,Aso (2010:221, 224)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE052,0,Aso (2010:190)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE053,0,Aso (2010:201)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE054,1,Aso (2010:210)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE059,0,Aso (2010:204-205)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE066,0,Aso (2010:203)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TE078,0,Aso (2010:192)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS001,1,Aso (2010:224)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS002,1,Aso (2010:221, 224)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS003,1,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS004,0,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS005,1,Aso (2010:195, 198, 211)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS006,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS007,1,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS008,0,Aso (2010:197)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS009,1,Aso (2010:223)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS010,?,Aso (2010:223)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS079,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS080,0,Aso (2010:189-226)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS086,1,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS087,0,Aso (2010:195)
Hateruma Yaeyama [hate1238]-Table 1.tsv-TS088,0,Aso (2010:192)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB020,1,Georg (2003:294-295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB021,0,Georg (2003:294-295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB022,1,Georg (2003:294-295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB023,1,Georg (2003:294-295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB026,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB027,?,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB028,0,Georg (2003:297-298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB030,0,Georg (2003:297-298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB031,0,Georg (2003:297-298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB035,0,Georg (2003:298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB036,0,Georg (2003:298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB037,0,Georg (2003:298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB038,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB039,1,Georg (2003:295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB041,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB042,1,Georg (2003:295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB043,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB044,1,Georg (2003:295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB046,?,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB047,1,Georg (2003:294)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB048,?,Georg (2003:294)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB049,1,Georg (2003:294)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB051,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB052,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB053,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB054,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB057,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB058,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB059,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB068,0,Georg (2003:294)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB069,0,Georg (2003:294)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB070,1,Georg (2003:295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB071,1,Georg (2003:297-298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB072,1,Georg (2003:295)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB073,1,Georg (2003:297-298)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB074,0,Georg (2003:304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB075,1,Georg (2003:304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB079,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB080,1,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB081,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB082,1,Georg (2003:299)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB083,1,Georg (2003:299)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB084,0,Georg (2003:299)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB086,1,Georg (2003:300-301)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB089,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB090,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB091,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB092,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB093,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB094,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB095,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB096,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB098,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB099,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB103,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB104,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB105,0,Georg (2003:296)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB107,0,Georg (2003:303)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB108,0,Georg (2003:300)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB109,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB110,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB111,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB113,1,Georg (2003:294)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB114,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB115,1,Georg (2003:294)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB116,0,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB117,?,Georg (2003:286-304)
Huzhu Mongghul [huzh1238]-Table 1.tsv-GB118,?,Georg (2003:286-304)
