Tree,Model,Feature,LogLikelihood,AICc,Clade,p0,p1
751,ER,GB020,-15.1138395062205,32.2954756226105,Turkic,0.999992904748847,7.09525115245038e-06
751,ER,GB020,-15.1138395062205,32.2954756226105,Tungusic,0.999992472204873,7.52779512697129e-06
751,ER,GB020,-15.1138395062205,32.2954756226105,Mongolic,0.999939371281133,6.06287188667391e-05
751,ER,GB020,-15.1138395062205,32.2954756226105,Japonic,0.999997010113452,2.98988654773559e-06
751,ER,GB020,-15.1138395062205,32.2954756226105,Koreanic,0.999828708165987,0.00017129183401334
751,ARD,GB020,-11.8174793939724,27.841855339669,Turkic,0.949403445780157,0.0505965542198428
751,ARD,GB020,-11.8174793939724,27.841855339669,Tungusic,0.949403433393852,0.0505965666061481
751,ARD,GB020,-11.8174793939724,27.841855339669,Mongolic,0.949403445571786,0.0505965544282145
751,ARD,GB020,-11.8174793939724,27.841855339669,Japonic,0.949403445573334,0.0505965544266658
751,ARD,GB020,-11.8174793939724,27.841855339669,Koreanic,0.949403447185002,0.0505965528149978
751,ER,GB021,-12.0673742310482,26.202545072266,Turkic,0.999998808228159,1.19177184137029e-06
751,ER,GB021,-12.0673742310482,26.202545072266,Tungusic,0.999765568964588,0.000234431035411522
751,ER,GB021,-12.0673742310482,26.202545072266,Mongolic,0.999990165753342,9.83424665796597e-06
751,ER,GB021,-12.0673742310482,26.202545072266,Japonic,0.999999529000447,4.70999553340793e-07
751,ER,GB021,-12.0673742310482,26.202545072266,Koreanic,0.999970625881654,2.93741183456159e-05
751,ARD,GB021,-8.72269881473617,21.6522941811965,Turkic,0.969550309709979,0.0304496902900208
751,ARD,GB021,-8.72269881473617,21.6522941811965,Tungusic,0.969550309709979,0.0304496902900208
751,ARD,GB021,-8.72269881473617,21.6522941811965,Mongolic,0.969550309709979,0.0304496902900208
751,ARD,GB021,-8.72269881473617,21.6522941811965,Japonic,0.969550309709979,0.0304496902900208
751,ARD,GB021,-8.72269881473617,21.6522941811965,Koreanic,0.969550309709979,0.0304496902900207
751,ER,GB022,-55.8348766610531,113.737549932276,Turkic,0.860191051933839,0.135388797350808
751,ER,GB022,-55.8348766610531,113.737549932276,Tungusic,0.98724234381381,0.0107108568984883
751,ER,GB022,-55.8348766610531,113.737549932276,Mongolic,0.994201376527388,0.00293266118643121
751,ER,GB022,-55.8348766610531,113.737549932276,Japonic,0.999544896696247,0.000266003005715785
751,ER,GB022,-55.8348766610531,113.737549932276,Koreanic,0.986339152920623,0.00749711161778248
751,ARD,GB022,-38.664686456899,90.8849284693535,Turkic,0.733621425359216,0.249631357809041
751,ARD,GB022,-38.664686456899,90.8849284693535,Tungusic,0.733621425359216,0.249631357809041
751,ARD,GB022,-38.664686456899,90.8849284693535,Mongolic,0.733621425359216,0.249631357809041
751,ARD,GB022,-38.664686456899,90.8849284693535,Japonic,0.733621425359216,0.249631357809041
751,ARD,GB022,-38.664686456899,90.8849284693535,Koreanic,0.733621425359216,0.249631357809041
751,ER,GB023,-15.623143398041,33.3140834062516,Turkic,0.999992512598436,7.48740156402223e-06
751,ER,GB023,-15.623143398041,33.3140834062516,Tungusic,0.999991989244777,8.01075522326069e-06
751,ER,GB023,-15.623143398041,33.3140834062516,Mongolic,0.999933250329969,6.67496700313881e-05
751,ER,GB023,-15.623143398041,33.3140834062516,Japonic,0.999996836885447,3.16311455290829e-06
751,ER,GB023,-15.623143398041,33.3140834062516,Koreanic,0.999819431002644,0.000180568997356252
751,ARD,GB023,-13.6322619866765,31.4714205250771,Turkic,0.960400868280592,0.039599131719408
751,ARD,GB023,-13.6322619866765,31.4714205250771,Tungusic,0.951032302457197,0.0489676975428034
751,ARD,GB023,-13.6322619866765,31.4714205250771,Mongolic,0.909711162422518,0.0902888375774823
751,ARD,GB023,-13.6322619866765,31.4714205250771,Japonic,0.93956430276334,0.0604356972366606
751,ARD,GB023,-13.6322619866765,31.4714205250771,Koreanic,0.951007433818132,0.0489925661818684
751,ER,GB026,-65.3226369732116,132.713070556593,Turkic,0.333347197121299,0.333335084402958
751,ER,GB026,-65.3226369732116,132.713070556593,Tungusic,0.333227789736078,0.333622412353142
751,ER,GB026,-65.3226369732116,132.713070556593,Mongolic,0.333334927978861,0.333332573079234
751,ER,GB026,-65.3226369732116,132.713070556593,Japonic,0.333334422992546,0.333333082294691
751,ER,GB026,-65.3226369732116,132.713070556593,Koreanic,0.333333346962573,0.333333354205855
751,ARD,GB026,-59.0829426711426,131.721440897841,Turkic,0.360060438119594,0.138634407825604
751,ARD,GB026,-59.0829426711426,131.721440897841,Tungusic,0.360060313564231,0.138634729451239
751,ARD,GB026,-59.0829426711426,131.721440897841,Mongolic,0.360060438483691,0.138634406885778
751,ARD,GB026,-59.0829426711426,131.721440897841,Japonic,0.360060438482039,0.138634406889481
751,ARD,GB026,-59.0829426711426,131.721440897841,Koreanic,0.360060438482112,0.138634406889859
751,ER,GB027,-66.2565805231861,134.580957656542,Turkic,0.333333333333333,0.333333333333333
751,ER,GB027,-66.2565805231861,134.580957656542,Tungusic,0.333333333333333,0.333333333333333
751,ER,GB027,-66.2565805231861,134.580957656542,Mongolic,0.333333333333333,0.333333333333333
751,ER,GB027,-66.2565805231861,134.580957656542,Japonic,0.333333333333333,0.333333333333333
751,ER,GB027,-66.2565805231861,134.580957656542,Koreanic,0.333333333333333,0.333333333333333
751,ARD,GB027,-63.5676516167147,140.690858788985,Turkic,0.533793483656173,0.37362134640603
751,ARD,GB027,-63.5676516167147,140.690858788985,Tungusic,0.506698920834722,0.359789022387734
751,ARD,GB027,-63.5676516167147,140.690858788985,Mongolic,0.431290431675742,0.323835250507462
751,ARD,GB027,-63.5676516167147,140.690858788985,Japonic,0.466887061998644,0.344385398470223
751,ARD,GB027,-63.5676516167147,140.690858788985,Koreanic,0.462275417333376,0.33824988744893
751,ER,GB028,-48.7403200829403,99.5484367760501,Turkic,0.998812731212313,0.000900983941179237
751,ER,GB028,-48.7403200829403,99.5484367760501,Tungusic,0.314825750721287,0.67939543164625
751,ER,GB028,-48.7403200829403,99.5484367760501,Mongolic,0.558978935927391,0.420498412549779
751,ER,GB028,-48.7403200829403,99.5484367760501,Japonic,0.993656637151424,0.00588490165539087
751,ER,GB028,-48.7403200829403,99.5484367760501,Koreanic,0.987965829708859,0.00698978050386695
751,ARD,GB028,-38.4068186557616,90.3691928670788,Turkic,0.701732785124772,0.26670445849915
751,ARD,GB028,-38.4068186557616,90.3691928670788,Tungusic,1.88302255063872e-19,1
751,ARD,GB028,-38.4068186557616,90.3691928670788,Mongolic,3.9908630527885e-19,1
751,ARD,GB028,-38.4068186557616,90.3691928670788,Japonic,0.182605889625045,0.814929185025459
751,ARD,GB028,-38.4068186557616,90.3691928670788,Koreanic,0.586548445094342,0.375504982950505
751,ER,GB030,-22.2777309592088,46.623258528587,Turkic,0.99999480671563,2.59664399872133e-06
751,ER,GB030,-22.2777309592088,46.623258528587,Tungusic,0.999995522093071,2.23895435915682e-06
751,ER,GB030,-22.2777309592088,46.623258528587,Mongolic,0.999955702527869,2.21525270054811e-05
751,ER,GB030,-22.2777309592088,46.623258528587,Japonic,0.999984802073796,1.31926525905978e-05
751,ER,GB030,-22.2777309592088,46.623258528587,Koreanic,0.999869874841505,6.50625884624818e-05
751,ARD,GB030,-16.7330741869109,47.0217039293774,Turkic,0.9288126957768,0.0166468820197611
751,ARD,GB030,-16.7330741869109,47.0217039293774,Tungusic,0.928858236726901,0.0166378415471274
