Tree,Feature,D,PVal1,PVal0
90,GB020,0.902034092123139,0.319,0.079
90,GB021,0.910116799444479,0.342,0.184
90,GB022,0.565280461259924,0.02,0.039
90,GB023,0.115211485478878,0.018,0.427
90,GB026,-0.0506097315469808,0.002,0.554
90,GB027,0.900486411685577,0.309,0.003
90,GB028,-0.037626260257896,0,0.556
90,GB030,1.24801246492543,0.45,0.367
90,GB031,0.371472625550136,0.107,0.292
90,GB035,0.201073816218104,0,0.26
90,GB037,1.63839229883419,0.802,0.07
90,GB039,0.249359846795166,0.001,0.218
90,GB041,-2.48418810645602,0.066,0.759
90,GB042,0.884941309671709,0.343,0.452
90,GB043,1.7521209221107,0.731,0.16
90,GB044,0.309731725158787,0,0.155
90,GB046,0.291291570288004,0.04,0.284
90,GB047,-0.273651847570673,0.03,0.636
90,GB048,0.645270715602677,0.144,0.112
90,GB049,0.221386074739471,0.038,0.361
90,GB057,0.181735709081136,0,0.282
90,GB059,-0.340113816164155,0,0.812
90,GB068,0.0623438880503546,0,0.43
90,GB069,-0.278126767664139,0,0.749
90,GB070,-0.475017392560789,0.006,0.739
90,GB071,-0.814856763067533,0.018,0.77
90,GB072,-0.395949336901836,0.018,0.727
90,GB073,-4.51075333351609,0,0.827
90,GB074,1.73428120962118,0.606,0.294
90,GB075,-3.91411491508818,0,0.816
90,GB079,0.692554418344517,0.273,0.485
90,GB080,-4.09811578779974,0,0.824
90,GB082,1.1148783460283,0.66,0
90,GB083,0.640695072304849,0.161,0.202
90,GB084,0.21378312796085,0,0.195
90,GB086,0.591442652113908,0.032,0.024
90,GB089,-0.150151382489448,0,0.71
90,GB091,-0.151216410311753,0,0.719
90,GB103,0.596766088708643,0.284,0.276
90,GB105,0.553346523443936,0.095,0.146
90,GB107,-0.0559242386259372,0,0.572
90,GB108,-0.138339627654135,0,0.639
90,GB110,2.11081673443542,0.671,0.212
90,GB111,-0.582867924995716,0,0.975
90,GB113,-3.82829948264287,0,0.807
90,GB114,-0.151664629791315,0,0.696
90,GB115,0.459007683355614,0.016,0.098
90,GB117,0.932800987504432,0.411,0.029
90,GB118,0.828275306018449,0.266,0.026
90,GB119,0.511339685422954,0.006,0.029
90,GB120,0.758854367335549,0.086,0.002
90,GB121,0.662599610746735,0.02,0.009
90,GB122,0.153719293772592,0.005,0.376
90,GB123,-0.38814775039603,0.002,0.754
90,GB126,0.651334770703383,0.074,0.033
90,GB127,-1.28805373676423,0.015,0.872
90,GB132,0.967899176429846,0.396,0.037
90,GB133,-4.0613611816676,0,0.838
90,GB134,0.179476926891029,0.066,0.427
90,GB135,0.678220359128021,0.167,0.081
90,GB136,0.196126711786358,0,0.281
90,GB137,0.226889145105214,0,0.241
90,GB138,0.165056364734334,0.175,0.418
90,GB139,0.27536182239266,0,0.177
90,GB140,0.927385816587885,0.391,0.015
90,GB146,-0.198563316044546,0.001,0.659
90,GB147,-0.254478660403938,0,0.737
90,GB150,0.517658188912662,0.12,0.192
90,GB151,-1.18946855151929,0.129,0.662
90,GB152,0.919201785435758,0.346,0.007
90,GB155,-3.99365376045506,0,0.824
90,GB156,-0.895639132757686,0.094,0.671
90,GB158,1.23831098489504,0.677,0.015
90,GB159,1.11636350690034,0.637,0.005
90,GB160,1.03485361527813,0.537,0.002
90,GB166,1.65985819373265,0.764,0.154
90,GB167,1.13953189284004,0.561,0.112
90,GB184,0.751303802172749,0.203,0.067
90,GB185,0.638405190915484,0.062,0.036
90,GB187,0.154991286503692,0.029,0.395
90,GB188,0.291867901290894,0.04,0.303
