Tree,Feature,D,PVal1,PVal0
740,GB020,1.07574516514962,0.526,0.078
740,GB021,0.568743853047963,0.222,0.37
740,GB022,0.378354658951467,0.008,0.137
740,GB023,0.0283863137662514,0.015,0.499
740,GB026,-0.108918152779716,0.006,0.589
740,GB027,0.683160506424062,0.165,0.069
740,GB028,-0.241646720867656,0,0.761
740,GB030,-1.49570829694538,0.114,0.721
740,GB031,0.0511384854288499,0.062,0.529
740,GB035,0.127964124951453,0,0.371
740,GB037,1.60692436050564,0.668,0.148
740,GB039,0.130710869960568,0,0.373
740,GB041,1.02115691148007,0.52,0.393
740,GB042,0.43337493475574,0.213,0.611
740,GB043,1.8520053004176,0.749,0.154
740,GB044,0.283693484178229,0.001,0.211
740,GB046,0.0860999428393545,0.068,0.451
740,GB047,-0.226229208581586,0.104,0.601
740,GB048,0.416292892597251,0.115,0.27
740,GB049,0.270250372634507,0.088,0.405
740,GB057,-0.0921904860881726,0,0.629
740,GB059,-0.432876784442516,0,0.839
740,GB068,-0.15919419041157,0,0.685
740,GB069,-0.636618884094858,0,0.919
740,GB070,-1.20172425444764,0.008,0.832
740,GB071,-0.920190022268791,0.03,0.776
740,GB072,-1.27571008681433,0.007,0.859
740,GB073,-5.39220118669756,0,0.857
740,GB074,-2.00567698894942,0.104,0.732
740,GB075,-5.46766484712651,0,0.839
740,GB079,-0.195577561722559,0.155,0.654
740,GB080,-5.56777390064208,0,0.869
740,GB082,1.27036862588819,0.803,0.001
740,GB083,0.474312284043855,0.114,0.322
740,GB084,0.063217980285482,0,0.427
740,GB086,0.574207110448616,0.043,0.047
740,GB089,-0.395129687028347,0,0.896
740,GB091,-0.412410145193736,0,0.909
740,GB103,-0.129405668692009,0.158,0.583
740,GB105,0.304444063819849,0.058,0.347
740,GB107,-0.274536372745694,0,0.773
740,GB108,-0.502921990885294,0,0.857
740,GB110,2.61258379493263,0.632,0.286
740,GB111,-0.974744365162267,0,1
740,GB113,-5.70544729097549,0,0.87
740,GB114,-0.611578863123486,0,0.949
740,GB115,0.523408719761244,0.064,0.12
740,GB117,0.924584309515106,0.381,0.06
740,GB118,0.745137586052407,0.231,0.084
740,GB119,0.343425088343306,0.004,0.147
740,GB120,0.674240282137381,0.071,0.017
740,GB121,0.538964934951441,0.01,0.026
740,GB122,-0.2229726184847,0.002,0.688
740,GB123,-1.10182346391882,0,0.928
740,GB126,0.55565657539026,0.066,0.085
740,GB127,-2.17781860922332,0.003,0.978
740,GB132,0.804183631951964,0.255,0.123
740,GB133,-4.77529142709111,0,0.842
740,GB134,-0.288267169675689,0.034,0.621
740,GB135,0.997931223601409,0.488,0.047
740,GB136,-0.0051986718566302,0,0.523
740,GB137,0.037667009843878,0,0.468
740,GB138,-0.287955724666858,0.107,0.599
740,GB139,0.00571456191574032,0,0.52
740,GB140,0.442152561982178,0.072,0.2
740,GB146,-0.878254933254411,0.003,0.886
740,GB147,-0.562054220175078,0,0.84
740,GB150,0.53935753695121,0.151,0.245
740,GB151,-3.40053864905857,0.14,0.705
740,GB152,0.933316356145592,0.408,0.012
740,GB155,-4.44921588588888,0,0.852
740,GB156,-0.780481677347434,0.216,0.587
740,GB158,0.773168948906777,0.351,0.178
740,GB159,1.29582810065197,0.774,0.005
740,GB160,1.08060594393603,0.575,0.012
740,GB166,1.79972329646348,0.758,0.127
740,GB167,1.93273449934836,0.854,0.065
740,GB184,0.817765221642513,0.321,0.092
740,GB185,0.610011476284677,0.111,0.072
740,GB187,-0.0031259744339621,0.025,0.521
740,GB188,0.145790668099606,0.038,0.432
740,GB196,-2.20580727443163,0.148,0.74
740,GB197,-1.32162006487757,0.128,0.716
740,GB204,0.71419106835786,0.297,0.176
740,GB250,-0.689429230366592,0.01,0.816
740,GB252,0.542299367526816,0.095,0.138
740,GB253,-0.374580950826352,0,0.818
740,GB254,0.133211376747104,0,0.37
740,GB256,-0.0219144851242748,0.005,0.536
740,GB257,1.11759829678759,0.656,0.003
740,GB263,0.77838599383178,0.21,0.04
740,GB264,0.851049945571259,0.388,0.172
740,GB265,-1.59414410297059,0.132,0.682
740,GB266,-0.566404689130005,0,0.887
740,GB273,-0.423844130323557,0,0.885
740,GB275,0.212774066290672,0.006,0.323
740,GB276,0.509209079204711,0.179,0.298
740,GB285,-3.52146960735425,0.072,0.794
740,GB286,1.39464157099986,0.833,0.011
740,GB296,0.652281808131671,0.109,0.079
740,GB297,-4.23001361705788,0.091,0.771
