Tree,Feature,D,PVal1,PVal0
353,GB020,1.31464922913107,0.762,0.035
353,GB021,0.393341460035722,0.144,0.454
353,GB022,0.404721374503235,0.009,0.133
353,GB023,0.370988635637616,0.055,0.305
353,GB026,-0.472883902785815,0.001,0.792
353,GB027,0.888355562613674,0.357,0.024
353,GB028,-0.143623326694368,0,0.675
353,GB030,0.0274576100264732,0.328,0.612
353,GB031,-0.228082359209856,0.035,0.615
353,GB035,0.0754042821980601,0,0.426
353,GB037,1.19534078116691,0.608,0.171
353,GB039,0.0810231559948394,0,0.415
353,GB041,-0.0733091517241453,0.277,0.587
353,GB042,1.72840806219633,0.672,0.22
353,GB043,0.76673089509933,0.291,0.528
353,GB044,0.186402495736804,0.001,0.289
353,GB046,0.0320032259129313,0.061,0.488
353,GB047,-0.0977488037186215,0.058,0.52
353,GB048,0.678523237138935,0.239,0.16
353,GB049,-0.0943400516573525,0.026,0.564
353,GB057,-0.0744580271156706,0,0.599
353,GB059,-0.76655753569317,0,0.949
353,GB068,-0.169991617417227,0,0.701
353,GB069,-0.707810957684699,0,0.938
353,GB070,-0.957003454870011,0.008,0.783
353,GB071,-0.825821417995357,0.02,0.767
353,GB072,-1.12114684419471,0.01,0.793
353,GB073,-4.90682939487237,0,0.854
353,GB074,0.096350371010395,0.351,0.522
353,GB075,-5.97070721595064,0,0.87
353,GB079,0.593474905813147,0.218,0.617
353,GB080,-5.38319948499548,0,0.862
353,GB082,1.25228587823006,0.836,0.001
353,GB083,0.310405778102732,0.055,0.396
353,GB084,-0.116556078393628,0,0.675
353,GB086,0.366660259668194,0.005,0.164
353,GB089,-0.44836162676573,0,0.941
353,GB091,-0.409186599237369,0,0.923
353,GB103,0.365702276528624,0.214,0.41
353,GB105,0.43898930605461,0.088,0.231
353,GB107,-0.22379210820347,0,0.764
353,GB108,-0.47037904292638,0,0.877
353,GB110,1.19709851694937,0.512,0.343
353,GB111,-1.04878329752654,0,1
353,GB113,-4.15398340650199,0,0.842
353,GB114,-0.48872474194326,0,0.899
353,GB115,0.0151505610600695,0.001,0.5
353,GB117,0.631503882893965,0.172,0.162
353,GB118,0.727236371461795,0.228,0.074
353,GB119,0.257739061006308,0.001,0.205
353,GB120,0.77733553774314,0.163,0.006
353,GB121,0.581933164311464,0.031,0.011
353,GB122,-0.340246804852027,0,0.774
353,GB123,-1.43293034549727,0.002,0.94
353,GB126,0.564633712737153,0.077,0.057
353,GB127,-3.75511977684295,0,1
353,GB132,0.677650536158759,0.161,0.175
353,GB133,-5.82307792355126,0,0.859
353,GB134,-0.968265395955022,0.013,0.824
353,GB135,0.657488801690511,0.188,0.099
353,GB136,-0.116769425445558,0.001,0.629
353,GB137,0.0866743617994791,0,0.408
353,GB138,0.327691222787099,0.28,0.392
353,GB139,0.0426322511905216,0,0.462
353,GB140,0.659202264718599,0.188,0.093
353,GB146,-0.953170468453683,0.002,0.875
353,GB147,-0.568225777846594,0,0.852
353,GB150,0.665993058600748,0.222,0.206
353,GB151,0.205488589274682,0.318,0.507
353,GB152,0.917043302793999,0.38,0.025
353,GB155,-4.32747520752878,0,0.845
353,GB156,-1.34015374100136,0.149,0.733
353,GB158,0.588545182664947,0.266,0.263
353,GB159,1.2405179164347,0.694,0.021
353,GB160,1.25725423498262,0.794,0.001
353,GB166,0.75633189945398,0.296,0.573
353,GB167,0.374017520054416,0.251,0.418
353,GB184,0.676695863861182,0.198,0.141
353,GB185,0.608429269422977,0.12,0.077
353,GB187,0.388850868991903,0.121,0.291
353,GB188,0.460290498422645,0.144,0.252
353,GB196,-0.0965920448124973,0.296,0.611
353,GB197,-0.0323390849262041,0.319,0.614
353,GB204,1.04427482871816,0.462,0.085
353,GB250,-0.683136176019358,0.007,0.832
353,GB252,0.159094995436114,0.018,0.394
353,GB253,-0.641785838412849,0,0.945
353,GB254,0.16817518577092,0.001,0.343
353,GB256,-0.224589206135828,0.001,0.684
353,GB257,0.904172972897388,0.35,0.012
353,GB263,0.718887730630478,0.176,0.061
353,GB264,0.776435326071868,0.343,0.189
353,GB265,0.105376678823359,0.313,0.489
353,GB266,-0.627515348931402,0,0.92
353,GB273,-0.472869184629081,0,0.911
353,GB275,0.34277654925133,0.027,0.185
353,GB276,0.202157052298842,0.061,0.416
353,GB285,-2.66928376935015,0.078,0.759
353,GB286,0.635929278534599,0.164,0.166
353,GB296,0.435942487218153,0.039,0.134
353,GB297,-1.67707689740568,0.087,0.76
353,GB298,-0.46105324156884,0,0.897
353,GB299,-0.234260880128707,0,0.765
353,GB301,-0.364927181156166,0.046,0.672
353,GB302,-0.57997888493007,0.202,0.625
353,GB304,-0.106738292004058,0.01,0.583
353,GB305,-1.78671944430404,0.01,0.876
353,GB306,-0.271687624831066,0.029,0.651
