Tree,Feature,D,PVal1,PVal0
703,GB020,1.04834087494914,0.503,0.111
703,GB021,1.34183286377173,0.701,0.093
703,GB022,0.51829111761752,0.02,0.053
703,GB023,0.0182181836703828,0.015,0.506
703,GB026,-0.368714543105818,0,0.768
703,GB027,0.653056711391674,0.121,0.063
703,GB028,-0.0929502798246697,0,0.631
703,GB030,-0.515121954156586,0.303,0.535
703,GB031,0.407173267964398,0.151,0.339
703,GB035,0.106429194820329,0,0.378
703,GB037,1.72687467289513,0.784,0.095
703,GB039,0.118246374521618,0,0.387
703,GB041,-2.70065971072053,0.106,0.757
703,GB042,1.68034498228217,0.588,0.334
703,GB043,2.18933578451125,0.68,0.271
703,GB044,0.221594680797648,0.001,0.259
703,GB046,0.650920348852445,0.235,0.185
703,GB047,-0.307482235016088,0.035,0.641
703,GB048,0.60820730706319,0.171,0.159
703,GB049,0.169160975821528,0.034,0.429
703,GB057,-0.0766928588880022,0,0.606
703,GB059,-0.597648276940578,0,0.908
703,GB068,-0.0115766409483748,0.001,0.528
703,GB069,-0.630222331131784,0,0.926
703,GB070,-0.481246516255105,0.023,0.722
703,GB071,-0.946060918194386,0.019,0.785
703,GB072,-0.555936201135088,0.024,0.732
703,GB073,-6.83005396501629,0,0.885
703,GB074,3.69824246946762,0.863,0.107
703,GB075,-4.77457015587275,0,0.86
703,GB079,0.143905638679625,0.253,0.566
703,GB080,-6.89379017237049,0,0.879
703,GB082,1.23168349071228,0.802,0
703,GB083,0.278691644605718,0.065,0.41
703,GB084,-0.0425495502514894,0,0.563
703,GB086,0.575801627549795,0.042,0.041
703,GB089,-0.385395121921062,0,0.904
703,GB091,-0.364133185619232,0,0.897
703,GB103,0.168885739731004,0.234,0.484
703,GB105,0.458957267763868,0.079,0.229
703,GB107,-0.23767048173271,0,0.762
703,GB108,-0.301082380315477,0,0.736
703,GB110,2.04632652222381,0.575,0.349
703,GB111,-1.01008839327863,0,0.999
703,GB113,-5.88653326287095,0,0.848
703,GB114,-0.615365537076585,0,0.951
703,GB115,0.340429500029103,0.02,0.214
703,GB117,0.405191784241069,0.095,0.272
703,GB118,0.96036142376976,0.439,0.025
703,GB119,0.333654867271071,0.006,0.164
703,GB120,0.717081131005737,0.1,0.02
703,GB121,0.646969377654054,0.034,0.014
703,GB122,-0.321413473918615,0.001,0.715
703,GB123,-1.02132466367763,0,0.924
703,GB126,0.596862371007481,0.088,0.069
703,GB127,-2.65983760735052,0.005,0.946
703,GB132,1.02433673203994,0.469,0.059
703,GB133,-5.94442872814319,0,0.857
703,GB134,-0.362389620484463,0.044,0.631
703,GB135,0.898450143173432,0.397,0.081
703,GB136,0.0357964084652998,0,0.481
703,GB137,0.0950400687932382,0,0.372
703,GB138,0.672914545429471,0.363,0.305
703,GB139,-0.04333137024774,0,0.545
703,GB140,0.417879359731462,0.052,0.218
703,GB146,-0.794060813959145,0.002,0.897
703,GB147,-0.45931035429293,0,0.814
703,GB150,0.874424423632405,0.371,0.104
703,GB151,-2.1118612061417,0.122,0.726
703,GB152,0.949184045449633,0.417,0.008
703,GB155,-5.7347592221758,0,0.859
703,GB156,-1.43811351957254,0.155,0.659
703,GB158,0.892579841706349,0.405,0.137
703,GB159,1.26093100747179,0.725,0.01
703,GB160,1.02814351848068,0.506,0.014
703,GB166,1.9693828098278,0.676,0.274
703,GB167,1.61271619880273,0.682,0.128
703,GB184,0.831994630332633,0.307,0.085
703,GB185,0.630995452951264,0.097,0.043
703,GB187,0.0468712925101687,0.018,0.486
703,GB188,0.206510178895293,0.036,0.365
703,GB196,-0.719288839214874,0.284,0.569
703,GB197,-0.553862432840472,0.292,0.56
703,GB204,1.00845384227129,0.477,0.073
703,GB250,-0.168688621561352,0.027,0.622
703,GB252,0.276845401619378,0.028,0.306
703,GB253,-0.385107321099697,0,0.829
703,GB254,0.129853101940105,0.001,0.369
703,GB256,-0.03750916063852,0.005,0.524
703,GB257,1.06348996724001,0.561,0.007
703,GB263,0.591705601010626,0.106,0.14
