Tree,Feature,D,PVal1,PVal0
384,GB020,1.10023432567977,0.487,0.056
384,GB021,1.27742949731705,0.595,0.094
384,GB022,0.579729351952161,0.023,0.037
384,GB023,0.134740873861712,0.034,0.448
384,GB026,-0.202149245386886,0.003,0.666
384,GB027,0.656076832431577,0.118,0.051
384,GB028,-0.198829528741798,0,0.724
384,GB030,1.15640679171354,0.457,0.34
384,GB031,0.619891967069282,0.237,0.267
384,GB035,0.173977804583782,0,0.306
384,GB037,2.08694703301252,0.932,0.014
384,GB039,0.16552813045119,0,0.33
384,GB041,0.252893425649039,0.3,0.535
384,GB042,1.77239547805039,0.782,0.133
384,GB043,2.07134217381133,0.88,0.094
384,GB044,0.231580988214664,0,0.257
384,GB046,-0.158663734901713,0.021,0.6
384,GB047,0.113971460528381,0.093,0.451
384,GB048,0.811462894797518,0.303,0.064
384,GB049,0.343911810387724,0.052,0.298
384,GB057,-0.11931637768635,0,0.641
384,GB059,-0.647383128756531,0,0.935
384,GB068,-0.172739182513098,0,0.704
384,GB069,-0.636639313244751,0,0.936
384,GB070,-0.562242326761494,0.018,0.74
384,GB071,-0.880372484098897,0.033,0.757
384,GB072,-0.529105593348316,0.022,0.733
384,GB073,-4.3939820347498,0,0.845
384,GB074,0.197462194619827,0.246,0.581
384,GB075,-4.76879973202733,0,0.829
384,GB079,1.55390330096591,0.527,0.308
384,GB080,-4.78539603258659,0,0.856
384,GB082,1.18817606645584,0.781,0
384,GB083,0.45482651453956,0.076,0.311
384,GB084,0.160655558499347,0,0.301
384,GB086,0.518075549306452,0.027,0.081
384,GB089,-0.318722332795114,0,0.845
384,GB091,-0.3308445125832,0,0.863
384,GB103,-0.10752330491604,0.099,0.587
384,GB105,0.489499928377599,0.078,0.188
384,GB107,-0.289257299546177,0,0.801
384,GB108,-0.197986091884924,0,0.661
384,GB110,2.94937184413064,0.79,0.159
384,GB111,-0.824757388913792,0,0.988
384,GB113,-5.18693504577023,0,0.849
384,GB114,-0.362012533132291,0,0.856
384,GB115,0.237174572977654,0.004,0.294
384,GB117,0.503572220268413,0.094,0.197
384,GB118,0.681106740950706,0.179,0.079
384,GB119,0.303449360686091,0.001,0.177
384,GB120,0.677834654260679,0.066,0.016
384,GB121,0.628982044387442,0.028,0.014
384,GB122,-0.290785586734152,0,0.715
384,GB123,-1.21302702808838,0,0.929
384,GB126,0.578570874245644,0.065,0.075
384,GB127,-1.81111342464772,0.018,0.966
384,GB132,0.873361437585372,0.283,0.071
384,GB133,-5.87182721875042,0,0.86
384,GB134,-0.4605037274214,0.033,0.719
384,GB135,0.647038267660023,0.166,0.124
384,GB136,-0.0227823844743055,0.001,0.536
384,GB137,0.244323323789823,0.001,0.228
384,GB138,1.43001916246642,0.685,0.097
384,GB139,0.116534192569936,0,0.364
384,GB140,0.425372655984016,0.037,0.225
384,GB146,-0.644302678053507,0.002,0.851
384,GB147,-0.239213347224169,0,0.706
384,GB150,0.864989719571656,0.347,0.111
384,GB151,1.25939183056722,0.467,0.397
384,GB152,0.796894948664471,0.199,0.026
384,GB155,-4.72211337773952,0,0.853
384,GB156,-1.06720063465662,0.173,0.696
384,GB158,1.05506677490301,0.515,0.061
384,GB159,1.35556295458359,0.811,0.002
384,GB160,1.02181180580946,0.519,0.002
384,GB166,1.94588903667067,0.869,0.087
384,GB167,1.82205649781444,0.839,0.033
384,GB184,0.498190398270944,0.108,0.211
384,GB185,0.491678102477234,0.044,0.105
384,GB187,-0.128755829208354,0.006,0.612
384,GB188,0.253399385022258,0.047,0.366
384,GB196,1.18527149598559,0.448,0.352
384,GB197,1.12036982758378,0.454,0.347
384,GB204,1.16639756533441,0.583,0.03
384,GB250,-0.41294160383726,0.004,0.736
384,GB252,0.341050075052867,0.022,0.266
384,GB253,-0.471334269490784,0,0.862
384,GB254,0.341534158050588,0.005,0.196
384,GB256,-0.26831919244355,0,0.716
384,GB257,0.901422406639726,0.348,0.005
384,GB263,0.638492911987547,0.112,0.087
384,GB264,1.08603047470094,0.54,0.088
384,GB265,1.9674652717562,0.576,0.284
384,GB266,-0.441615103433689,0,0.879
384,GB273,-0.414717941767384,0,0.887
384,GB275,0.38109034031584,0.008,0.142
384,GB276,0.490750496832584,0.123,0.252
384,GB285,1.6710240184232,0.53,0.341
384,GB286,1.02573890502724,0.496,0.019
384,GB296,0.43196561363405,0.016,0.111
384,GB297,0.837351631074308,0.3,0.483
384,GB298,-0.371606502174267,0,0.844
384,GB299,-0.0815385142916902,0,0.591
384,GB301,-0.0149611994887099,0.044,0.544
384,GB302,3.4914351541467,0.903,0.068
384,GB304,-0.0153228540908197,0.015,0.539
384,GB305,-1.23394542700926,0.015,0.835
384,GB306,-0.0186276401039259,0.037,0.536
384,GB309,0.00190192254365651,0,0.517
384,GB312,-0.0793638893363543,0.052,0.557
384,GB313,0.850589824753759,0.278,0.015
384,GB316,1.85839139878048,0.799,0.142
384,GB318,1.74314763350964,0.757,0.134
384,GB322,0.673555916616614,0.078,0.024
384,GB323,1.02354199289166,0.518,0
384,GB324,1.33742804714754,0.954,0
384,GB325,1.02082002505591,0.525,0.001
384,GB326,0.830198368805748,0.312,0.108
384,GB327,0.675922602294281,0.106,0.048
384,GB328,0.540992487045681,0.27,0.31
384,GB329,1.26895103197415,0.713,0.013
384,GB330,-3.46170303005169,0.022,0.819
384,GB333,-4.08370734848361,0,0.848
384,GB400,0.994669441934543,0.452,0.033
384,GB401,0.127263330385135,0.121,0.476
384,GB403,-1.3707746127061,0,0.949
384,GB408,-0.20818596365647,0.04,0.638
384,GB409,2.40275014912777,0.766,0.157
384,GB410,-0.195708308527563,0,0.752
384,GB415,0.560002651035203,0.013,0.041
384,GB421,-0.219261296564947,0.005,0.657
384,GB422,-0.988734571993144,0,0.979
384,GB431,1.1556802172188,0.391,0.414
384,GB432,0.0686820869881374,0,0.411
384,GB433,-0.920958296536756,0,0.998
384,GB519,0.962250342596793,0.412,0.002
384,GB520,2.39717648098164,0.995,0.001
384,GB521,0.912531796380941,0.366,0.063
384,GB522,-0.859025986035672,0.028,0.806
384,TE003,-0.353536746125062,0,0.886
384,TE004,-0.316796293390501,0,0.768
384,TE005,-0.265402502847774,0,0.749
384,TE006,-0.588946573098486,0,0.923
384,TE007,-0.275895486611381,0,0.728
384,TE008,0.441914719518778,0.011,0.097
384,TE018,-0.289956805896267,0,0.804
384,TE019,-0.4383539844609,0,0.914
384,TE027,0.757838590441222,0.107,0.004
384,TE031,-0.0132647265825855,0,0.539
384,TE037,0.629962294149636,0.025,0.011
384,TE038,-0.586269658168845,0,0.963
