Tree,Feature,D,PVal1,PVal0
995,GB020,0.932346823116573,0.365,0.151
995,GB021,0.935559807576101,0.373,0.256
995,GB022,0.681700812744837,0.095,0.022
995,GB023,0.008188859096784,0.027,0.522
995,GB026,-0.22748873005997,0.001,0.668
995,GB027,0.678254405009974,0.147,0.056
995,GB028,-0.321322708262803,0,0.811
995,GB030,-1.69769042552486,0.192,0.664
995,GB031,-0.891260222977065,0.02,0.769
995,GB035,-0.0557906453495177,0,0.582
995,GB037,1.31521195064224,0.62,0.199
995,GB039,0.109067552670617,0.001,0.387
995,GB041,-3.82320288435675,0.066,0.799
995,GB042,2.13793471285779,0.767,0.128
995,GB043,2.40506705365174,0.858,0.083
995,GB044,0.211605369061314,0.002,0.3
995,GB046,-0.440947343371934,0.032,0.694
995,GB047,-0.857656520025925,0.034,0.762
995,GB048,0.810362641511158,0.363,0.138
995,GB049,-0.235403191081917,0.023,0.629
995,GB057,-0.128470278232571,0,0.65
995,GB059,-0.735643276430194,0,0.933
995,GB068,-0.415009691860645,0,0.863
995,GB069,-0.916966472833387,0,0.974
995,GB070,-0.928837587522255,0.02,0.81
995,GB071,-0.758094393066522,0.069,0.713
995,GB072,-0.915035043605157,0.018,0.815
995,GB073,-4.76613672994627,0,0.874
995,GB074,-2.19866734027832,0.165,0.733
995,GB075,-5.52330972437436,0,0.852
995,GB079,-0.794100867441478,0.073,0.814
995,GB080,-6.05592870968313,0,0.856
995,GB082,1.19059572492477,0.726,0.002
995,GB083,0.426829984031313,0.116,0.369
995,GB084,-0.0225950694914621,0,0.527
995,GB086,0.603631120328943,0.074,0.067
995,GB089,-0.434790737148007,0,0.895
995,GB091,-0.451503022163955,0,0.905
995,GB103,0.26343490625452,0.3,0.438
995,GB105,0.660588534955249,0.222,0.159
995,GB107,-0.332471896322123,0,0.824
995,GB108,-0.334284594360328,0,0.775
995,GB110,1.85428296824321,0.607,0.201
995,GB111,-0.98528945335856,0,0.992
995,GB113,-4.84583407804342,0,0.846
995,GB114,-0.534651085197944,0,0.9
995,GB115,-0.121178223920912,0.003,0.607
995,GB117,0.52495685678881,0.199,0.245
995,GB118,0.880131117238497,0.337,0.028
995,GB119,0.218400601611958,0.003,0.284
995,GB120,0.740860432287916,0.128,0.017
995,GB121,0.45588878255113,0.009,0.073
995,GB122,-0.0896874253327977,0.007,0.577
995,GB123,-0.960329365284576,0.001,0.905
995,GB126,0.52769718972223,0.076,0.11
995,GB127,-3.29750055477471,0,0.965
995,GB132,0.880476711439437,0.319,0.11
995,GB133,-4.67512454596063,0,0.841
995,GB134,-0.580785977513303,0.029,0.716
995,GB135,0.284739527907471,0.057,0.324
995,GB136,-0.120911455254086,0.001,0.623
995,GB137,0.0212267299224624,0,0.491
995,GB138,1.24526520783896,0.597,0.169
995,GB139,-0.000894037403234872,0,0.52
995,GB140,0.342948014705627,0.045,0.251
995,GB146,-0.726899353629493,0.004,0.824
995,GB147,-0.250788629357852,0.001,0.682
995,GB150,0.721917265056084,0.262,0.152
995,GB151,-4.59065546420319,0.094,0.769
995,GB152,1.00360097029503,0.476,0.017
995,GB155,-5.62500953252015,0,0.844
995,GB156,0.665449689122601,0.506,0.463
995,GB158,1.96696141288166,0.94,0.007
995,GB159,1.23729907498984,0.724,0.006
995,GB160,1.18869356847968,0.687,0.006
995,GB166,2.59891771212275,0.865,0.084
995,GB167,2.25932156135083,0.881,0.052
995,GB184,0.417874893649175,0.108,0.286
995,GB185,0.412511498551578,0.027,0.196
995,GB187,0.214068167865219,0.074,0.387
995,GB188,-0.0206921298305087,0.039,0.522
995,GB196,-1.08224507991806,0.193,0.616
995,GB197,-0.868803011136347,0.184,0.628
995,GB204,1.36782841771333,0.724,0.039
995,GB250,-0.245180219283933,0.021,0.619
995,GB252,0.356502152646487,0.058,0.283
995,GB253,-0.793227408902684,0,0.936
995,GB254,0.163395777548018,0.004,0.366
995,GB256,-0.63662660575194,0,0.837
995,GB257,1.00447479379679,0.464,0.006
995,GB263,0.848811796009496,0.313,0.061
