Tree,Feature,D,PVal1,PVal0
171,GB020,0.971705955729342,0.365,0.064
171,GB021,0.874403505148617,0.299,0.188
171,GB022,0.568349447641921,0.019,0.016
171,GB023,0.22595990294668,0.018,0.382
171,GB026,0.0207440660544115,0.002,0.512
171,GB027,0.781948582865846,0.21,0.009
171,GB028,-0.101241631659818,0,0.646
171,GB030,-0.841181788464278,0.096,0.701
171,GB031,0.390780648284791,0.1,0.329
171,GB035,0.178244405779443,0,0.277
171,GB037,1.85014421590696,0.864,0.033
171,GB039,0.177565484701588,0,0.267
171,GB041,-1.22521555135582,0.097,0.745
171,GB042,1.57645373627337,0.711,0.198
171,GB043,1.7441757461532,0.692,0.218
171,GB044,0.39825332735912,0,0.084
171,GB046,0.389940825926217,0.101,0.281
171,GB047,-0.602019659946391,0.013,0.754
171,GB048,0.72227623495323,0.207,0.114
171,GB049,0.559436185403381,0.107,0.159
171,GB057,-0.0175990042342207,0,0.529
171,GB059,-0.348993744623988,0,0.823
171,GB068,-0.0962906918715414,0,0.676
171,GB069,-0.613911572069557,0,0.946
171,GB070,-0.739198038958527,0.012,0.758
171,GB071,-0.4367696873703,0.034,0.667
171,GB072,-0.710728989386195,0.014,0.75
171,GB073,-4.07873018066754,0,0.814
171,GB074,5.61578236732313,0.984,0.011
171,GB075,-4.59905674951173,0,0.825
171,GB079,0.0527084635777175,0.1,0.698
171,GB080,-4.44026875224826,0,0.826
171,GB082,1.18799724156774,0.778,0
171,GB083,0.631745957955777,0.129,0.213
171,GB084,0.229585805948557,0,0.155
171,GB086,0.488659986878804,0.012,0.063
171,GB089,-0.276479882916803,0,0.876
171,GB091,-0.278705646831646,0,0.867
171,GB103,0.126778997812291,0.151,0.478
171,GB105,0.540539791527292,0.076,0.132
171,GB107,-0.197928793677232,0,0.759
171,GB108,-0.269510340834113,0,0.758
171,GB110,3.0853585324841,0.837,0.07
171,GB111,-0.756053800238907,0,1
171,GB113,-3.5521996127573,0,0.817
171,GB114,-0.275600626365877,0,0.835
171,GB115,0.389721185989337,0.012,0.126
171,GB117,0.784035764130222,0.224,0.065
171,GB118,0.735795536377972,0.19,0.062
171,GB119,0.29650044454114,0,0.115
171,GB120,0.868122846840984,0.234,0
171,GB121,0.631616957396612,0.033,0.001
171,GB122,-0.37788712521262,0,0.777
171,GB123,-1.50338242989058,0,0.985
171,GB126,0.551471285596691,0.039,0.054
171,GB127,-0.36957162953454,0.097,0.618
171,GB132,0.921121732151602,0.315,0.044
171,GB133,-4.50551621329512,0,0.822
171,GB134,0.00660130266015409,0.033,0.538
171,GB135,0.422639833582264,0.052,0.212
171,GB136,0.107226221713826,0,0.355
171,GB137,0.252136909051737,0,0.193
171,GB138,0.412686549191316,0.191,0.323
171,GB139,0.204011909445376,0,0.242
171,GB140,0.521072271891386,0.041,0.101
171,GB146,-0.291579271491294,0.003,0.72
171,GB147,-0.145520820860974,0,0.64
171,GB150,0.689572525695164,0.182,0.126
171,GB151,-0.530717432464027,0.211,0.582
171,GB152,0.969050500236241,0.434,0.004
171,GB155,-3.73704539416259,0,0.822
171,GB156,-0.372981979278354,0.248,0.548
171,GB158,0.89086956146873,0.38,0.096
171,GB159,1.40438030024051,0.873,0.002
