Tree,Feature,D,PVal1,PVal0
139,GB020,1.16754961152898,0.62,0.036
139,GB021,0.701079363705,0.233,0.267
139,GB022,0.714239912523117,0.069,0.023
139,GB023,0.395842370610236,0.067,0.296
139,GB026,-0.00748377522866334,0.007,0.524
139,GB027,0.740136026736166,0.156,0.025
139,GB028,-0.131891455513737,0,0.65
139,GB030,0.903692916266197,0.424,0.428
139,GB031,-0.186537376929289,0.019,0.611
139,GB035,0.0889400550853702,0,0.38
139,GB037,1.60661547547437,0.761,0.062
139,GB039,0.263161854118878,0.001,0.243
139,GB041,-0.0475207051435706,0.271,0.574
139,GB042,3.1257902790406,0.978,0
139,GB043,1.79477988332162,0.737,0.169
139,GB044,0.318511627490516,0,0.152
139,GB046,0.0613376738528511,0.04,0.485
139,GB047,0.297673869605421,0.122,0.359
139,GB048,0.628872620464183,0.171,0.148
139,GB049,0.440393434384105,0.123,0.245
139,GB057,-0.0268252803016367,0,0.541
139,GB059,-0.458313656750491,0,0.862
139,GB068,-0.209282093379378,0,0.727
139,GB069,-0.668896639880602,0,0.937
139,GB070,-1.3076600328195,0.011,0.843
139,GB071,-0.860677927593443,0.026,0.774
139,GB072,-1.15945527403493,0.013,0.835
139,GB073,-4.60975724859832,0,0.861
139,GB074,2.2849236273347,0.734,0.173
139,GB075,-4.64528380437364,0,0.85
139,GB079,0.997595505224101,0.404,0.37
139,GB080,-5.22458220741258,0,0.865
139,GB082,1.29417697733209,0.886,0
139,GB083,0.453823693598802,0.101,0.29
139,GB084,0.0771228127502609,0,0.402
139,GB086,0.62632166851054,0.034,0.023
139,GB089,-0.354605831236527,0,0.889
139,GB091,-0.35242065377646,0,0.878
139,GB103,0.0575748566489431,0.166,0.46
139,GB105,0.638116459089905,0.149,0.131
139,GB107,-0.347338034711219,0,0.845
139,GB108,-0.246763334823473,0,0.727
139,GB110,2.24026510588902,0.669,0.183
139,GB111,-0.795289160973476,0,0.995
139,GB113,-3.94193382486533,0,0.824
139,GB114,-0.329228132173245,0,0.83
139,GB115,0.200655561701241,0.003,0.332
139,GB117,0.557044003702605,0.116,0.202
139,GB118,0.853109602563075,0.302,0.035
139,GB119,0.382357436962807,0.003,0.124
139,GB120,0.754611830263703,0.086,0.004
139,GB121,0.678841816960068,0.041,0.005
139,GB122,-0.297737606916872,0,0.736
139,GB123,-1.09638231376172,0,0.943
139,GB126,0.560136303028816,0.049,0.071
139,GB127,-2.63595222789724,0,1
139,GB132,0.983182824001217,0.44,0.04
139,GB133,-5.34225687292361,0,0.862
139,GB134,0.0502060540334028,0.058,0.502
139,GB135,0.696414662538461,0.201,0.09
139,GB136,0.146711600014096,0.001,0.355
139,GB137,0.147407136134728,0,0.36
139,GB138,0.655461787730323,0.322,0.27
139,GB139,0.129401947486649,0,0.367
139,GB140,0.313285931715609,0.022,0.297
139,GB146,-0.247343234510958,0.004,0.68
139,GB147,0.0018694867134899,0,0.522
139,GB150,0.45527698161679,0.104,0.235
139,GB151,-1.02979857114007,0.228,0.592
139,GB152,1.04690812499219,0.546,0.003
139,GB155,-4.18512063097617,0,0.846
139,GB156,-0.894577956983736,0.25,0.567
139,GB158,1.07155414720439,0.533,0.053
139,GB159,1.24364611266652,0.727,0.005
139,GB160,0.949421972733992,0.397,0.013
139,GB166,1.75752962030462,0.741,0.156
139,GB167,1.76470732755964,0.791,0.052
139,GB184,0.608415552867011,0.124,0.14
139,GB185,0.370494146558914,0.013,0.184
139,GB187,-0.117634741250578,0.008,0.6
139,GB188,0.0967832891807814,0.028,0.465
139,GB196,0.850641925816071,0.416,0.445
139,GB197,0.963222489487853,0.438,0.441
139,GB204,0.914120894548529,0.387,0.078
139,GB250,0.0919140177070876,0.056,0.466
139,GB252,0.465033695713531,0.051,0.157
139,GB253,-0.421656613219128,0,0.848
139,GB254,0.338857962522503,0.006,0.159
139,GB256,-0.141388409486629,0.001,0.631
139,GB257,1.20152107199239,0.786,0.001
139,GB263,0.800578152682627,0.221,0.03
139,GB264,0.997155770086392,0.461,0.096
139,GB265,0.842442610581892,0.387,0.458
139,GB266,-0.554772857962566,0,0.918
139,GB273,-0.339361415607722,0,0.841
139,GB275,0.453034710860845,0.014,0.114
139,GB276,0.133549879229294,0.039,0.439
139,GB285,-2.44628066398035,0.056,0.823
139,GB286,1.39947118069633,0.899,0.002
139,GB296,0.506585033124712,0.028,0.079
139,GB297,-2.25802416157379,0.089,0.796
139,GB298,-0.28341341807732,0,0.78
