Tree,Feature,D,PVal1,PVal0
319,GB020,0.862540027770114,0.317,0.147
319,GB021,0.44509663568271,0.147,0.382
319,GB022,0.427046216869905,0.01,0.127
319,GB023,0.0215095792600511,0.02,0.5
319,GB026,-0.10678173460041,0,0.616
319,GB027,0.839738152685946,0.276,0.02
319,GB028,-0.18435631294759,0,0.721
319,GB030,0.893762149950495,0.343,0.547
319,GB031,-0.278979327442252,0.035,0.635
319,GB035,0.103656747152475,0,0.404
319,GB037,1.67757656618884,0.705,0.113
319,GB039,0.154289567613035,0,0.366
319,GB041,1.14336789441152,0.473,0.486
319,GB042,1.42470085877395,0.46,0.407
319,GB043,1.82022621250548,0.72,0.177
319,GB044,0.306191814604422,0,0.234
319,GB046,0.0941077577410969,0.044,0.493
319,GB047,-1.40642587300307,0.008,0.877
319,GB048,0.807449955000103,0.33,0.111
319,GB049,0.602036214061644,0.23,0.22
319,GB057,-0.105953383044173,0,0.634
319,GB059,-0.485425192582429,0,0.843
319,GB068,-0.305825695663277,0,0.8
319,GB069,-0.837708580354313,0,0.957
319,GB070,-1.23725952668185,0.007,0.806
319,GB071,-1.0285764644597,0.02,0.814
319,GB072,-1.38268734052425,0.009,0.83
319,GB073,-5.06632587474341,0,0.812
319,GB074,6.06150352330295,0.95,0.046
319,GB075,-5.28560048025767,0,0.821
319,GB079,0.808708960307434,0.313,0.505
319,GB080,-5.0706674624515,0,0.833
319,GB082,1.23154277331443,0.792,0
319,GB083,0.483610055635733,0.107,0.305
319,GB084,0.115670353815691,0,0.355
319,GB086,0.548475408859961,0.031,0.075
319,GB089,-0.473209053619798,0,0.942
319,GB091,-0.48812111691611,0,0.929
319,GB103,-0.0994550165916698,0.164,0.545
319,GB105,0.416719349115558,0.11,0.283
319,GB107,-0.36182986662958,0,0.842
319,GB108,-0.269476060689081,0,0.725
319,GB110,5.2288129624358,0.98,0.033
319,GB111,-0.800092530658751,0,0.994
319,GB113,-7.92355100314667,0,0.83
319,GB114,-0.415744368629481,0,0.861
319,GB115,0.411589649109167,0.017,0.204
319,GB117,0.616265410612737,0.145,0.178
319,GB118,0.677547385486217,0.172,0.107
319,GB119,0.217151752584405,0.003,0.258
319,GB120,0.665321039536864,0.05,0.022
319,GB121,0.594185434633088,0.013,0.022
319,GB122,-0.127594486500934,0.003,0.605
319,GB123,-1.50055099136529,0,0.964
319,GB126,0.564779987045389,0.075,0.094
319,GB127,-3.65313209645662,0.001,0.955
319,GB132,0.854369167791978,0.294,0.121
319,GB133,-4.49050730815606,0,0.821
319,GB134,-0.457688774442436,0.044,0.672
319,GB135,0.351358811760612,0.06,0.306
319,GB136,0.0318241319807984,0,0.469
319,GB137,0.083116841029783,0,0.432
319,GB138,0.799621049923694,0.418,0.307
319,GB139,0.0729340160785829,0,0.427
319,GB140,0.619782305081487,0.122,0.138
319,GB146,-0.583826382360232,0.002,0.812
319,GB147,-0.424502064937173,0,0.786
319,GB150,0.802087515880205,0.328,0.166
319,GB151,-0.809038311922658,0.311,0.577
319,GB152,1.00185420353828,0.467,0.006
319,GB155,-5.63702992826842,0,0.845
319,GB156,-2.40830994913457,0.198,0.655
319,GB158,1.36088587554181,0.705,0.033
319,GB159,1.20041222155438,0.686,0.01
319,GB160,0.735226137028327,0.174,0.05
319,GB166,1.59409638537664,0.715,0.183
319,GB167,1.13771627520062,0.508,0.209
319,GB184,0.505009103916984,0.11,0.226
319,GB185,0.600727745786613,0.088,0.066
319,GB187,-0.855964278848615,0,0.889
319,GB188,0.157291200174597,0.039,0.447
319,GB196,0.698862101797667,0.319,0.551
319,GB197,0.773359468912562,0.33,0.56
319,GB204,0.857966428803969,0.363,0.161
319,GB250,0.309155097206698,0.105,0.396
319,GB252,0.521065223303921,0.076,0.177
319,GB253,-0.337223901988333,0,0.797
319,GB254,0.178820205543873,0.001,0.298
319,GB256,-0.550127921553392,0,0.828
319,GB257,0.995876318656419,0.483,0.007
319,GB263,0.903610993528019,0.338,0.031
319,GB264,1.04770768543219,0.514,0.155
319,GB265,2.72727204256383,0.538,0.376
319,GB266,-0.485780006643262,0,0.833
319,GB273,-0.53936155266281,0,0.92
319,GB275,0.380725297682605,0.009,0.157
319,GB276,0.51896132122277,0.162,0.277
319,GB285,-1.34053790839665,0.144,0.666
319,GB286,1.02449486733618,0.48,0.059
319,GB296,0.61354511606425,0.05,0.066
319,GB297,-5.57431002264178,0.044,0.82
319,GB298,-0.532297241422426,0,0.889
319,GB299,-0.224104528657769,0,0.742
319,GB301,-0.645103610813913,0.014,0.821
319,GB302,2.84416948266977,0.795,0.144
319,GB304,0.089378388386995,0.019,0.47
319,GB305,-1.53037460658716,0.004,0.881
319,GB306,-0.273086576533653,0.037,0.608
319,GB309,-0.0417933405407217,0,0.548
319,GB312,0.121735327341897,0.111,0.462
319,GB313,0.741818553586176,0.18,0.065
319,GB316,1.3503967043492,0.445,0.405
319,GB318,1.34180840950094,0.465,0.423
319,GB322,0.587629954149949,0.051,0.057
