Level & MedianRateGain & MedianRateLoss & MedianD
clause & -0.57 & -0.38 & 0.22
NP & -0.89 & -0.39 & 0.56
other & 0.29 & 0.25 & 0.78
phonological shape & -1.02 & -0.36 & -0.22
word & -1.22 & -0.92 & -0.02
