Tree,Model,Feature,LogLikelihood,AICc,Clade,p0,p1
180,ER,GB020,-16.5632887447559,35.1943740996813,Turkic,0.999977806568794,2.2193431205904e-05
180,ER,GB020,-16.5632887447559,35.1943740996813,Tungusic,0.999968990009308,3.10099906917806e-05
180,ER,GB020,-16.5632887447559,35.1943740996813,Mongolic,0.999961795247153,3.82047528472115e-05
180,ER,GB020,-16.5632887447559,35.1943740996813,Japonic,0.999831746600864,0.000168253399136094
180,ER,GB020,-16.5632887447559,35.1943740996813,Koreanic,0.999275957217888,0.000724042782111731
180,ARD,GB020,-11.8646682513165,27.9362330543571,Turkic,0.950561579875473,0.0494384201245273
180,ARD,GB020,-11.8646682513165,27.9362330543571,Tungusic,0.950561579874843,0.0494384201251573
180,ARD,GB020,-11.8646682513165,27.9362330543571,Mongolic,0.95056157294925,0.0494384270507501
180,ARD,GB020,-11.8646682513165,27.9362330543571,Japonic,0.950561579875472,0.0494384201245276
180,ARD,GB020,-11.8646682513165,27.9362330543571,Koreanic,0.950561579875474,0.0494384201245259
180,ER,GB021,-9.09357947155009,20.2549555532697,Turkic,0.999996657199204,3.34280079606429e-06
180,ER,GB021,-9.09357947155009,20.2549555532697,Tungusic,0.999645512733711,0.000354487266289167
180,ER,GB021,-9.09357947155009,20.2549555532697,Mongolic,0.999994571216032,5.42878396845657e-06
180,ER,GB021,-9.09357947155009,20.2549555532697,Japonic,0.999973873444315,2.61265556851588e-05
180,ER,GB021,-9.09357947155009,20.2549555532697,Koreanic,0.9998838702842,0.000116129715799789
180,ARD,GB021,-8.40685225479417,21.0206010613125,Turkic,0.962463753447059,0.0375362465529406
180,ARD,GB021,-8.40685225479417,21.0206010613125,Tungusic,0.947077584808726,0.0529224151912741
180,ARD,GB021,-8.40685225479417,21.0206010613125,Mongolic,0.950718678321661,0.0492813216783389
180,ARD,GB021,-8.40685225479417,21.0206010613125,Japonic,0.960609855679187,0.0393901443208128
180,ARD,GB021,-8.40685225479417,21.0206010613125,Koreanic,0.961251030315799,0.0387489696842006
180,ER,GB022,-54.6911848363212,111.450166282812,Turkic,0.913744227408717,0.0782862467180035
180,ER,GB022,-54.6911848363212,111.450166282812,Tungusic,0.969338472946828,0.0244917560716728
180,ER,GB022,-54.6911848363212,111.450166282812,Mongolic,0.991544829518669,0.00637608342775929
180,ER,GB022,-54.6911848363212,111.450166282812,Japonic,0.968754417680223,0.0167550022283751
180,ER,GB022,-54.6911848363212,111.450166282812,Koreanic,0.923104338719549,0.0388614890191548
180,ARD,GB022,-39.4832093215407,92.5219741986369,Turkic,0.694399205657003,0.282006457282217
180,ARD,GB022,-39.4832093215407,92.5219741986369,Tungusic,0.759350585840876,0.224012025806877
180,ARD,GB022,-39.4832093215407,92.5219741986369,Mongolic,0.788171966381376,0.198547927070325
180,ARD,GB022,-39.4832093215407,92.5219741986369,Japonic,0.745615744721322,0.236190766573147
180,ARD,GB022,-39.4832093215407,92.5219741986369,Koreanic,0.751588592732284,0.23084648090507
180,ER,GB023,-15.3845318389575,32.8368602880844,Turkic,0.999978321686315,2.16783136847287e-05
180,ER,GB023,-15.3845318389575,32.8368602880844,Tungusic,0.999969733861591,3.02661384094875e-05
180,ER,GB023,-15.3845318389575,32.8368602880844,Mongolic,0.999951381319098,4.86186809018016e-05
180,ER,GB023,-15.3845318389575,32.8368602880844,Japonic,0.999835641260326,0.000164358739673883
180,ER,GB023,-15.3845318389575,32.8368602880844,Koreanic,0.999292264160314,0.000707735839686288
180,ARD,GB023,-12.8584639346453,29.9238244210147,Turkic,0.94108587574033,0.0589141242596704
180,ARD,GB023,-12.8584639346453,29.9238244210147,Tungusic,0.94123272587088,0.0587672741291204
180,ARD,GB023,-12.8584639346453,29.9238244210147,Mongolic,0.914626489109391,0.0853735108906085
180,ARD,GB023,-12.8584639346453,29.9238244210147,Japonic,0.940799268098804,0.0592007319011961
180,ARD,GB023,-12.8584639346453,29.9238244210147,Koreanic,0.940965351476768,0.0590346485232323
180,ER,GB026,-65.4122272989634,132.892251208096,Turkic,0.370969483708713,0.323500691526847
180,ER,GB026,-65.4122272989634,132.892251208096,Tungusic,0.299633376301813,0.413386895569617
180,ER,GB026,-65.4122272989634,132.892251208096,Mongolic,0.646517076338924,0.177068204904437
180,ER,GB026,-65.4122272989634,132.892251208096,Japonic,0.341390455631285,0.329843427892629
180,ER,GB026,-65.4122272989634,132.892251208096,Koreanic,0.333426317220382,0.333317676691054
180,ARD,GB026,-59.8236417669477,133.202839089451,Turkic,0.36214917817207,0.132116719009909
180,ARD,GB026,-59.8236417669477,133.202839089451,Tungusic,0.36214917817207,0.132116719009909
180,ARD,GB026,-59.8236417669477,133.202839089451,Mongolic,0.36214917817207,0.132116719009909
180,ARD,GB026,-59.8236417669477,133.202839089451,Japonic,0.36214917817207,0.132116719009909
180,ARD,GB026,-59.8236417669477,133.202839089451,Koreanic,0.36214917817207,0.132116719009909
180,ER,GB027,-67.0326777628057,136.133152135781,Turkic,0.333333333333333,0.333333333333333
180,ER,GB027,-67.0326777628057,136.133152135781,Tungusic,0.333333333333333,0.333333333333333
180,ER,GB027,-67.0326777628057,136.133152135781,Mongolic,0.333333333333333,0.333333333333333
180,ER,GB027,-67.0326777628057,136.133152135781,Japonic,0.333333333333333,0.333333333333333
180,ER,GB027,-67.0326777628057,136.133152135781,Koreanic,0.333333333333334,0.333333333333333
180,ARD,GB027,-63.7425799511532,141.040715457862,Turkic,0.364122524441445,0.347486329983466
180,ARD,GB027,-63.7425799511532,141.040715457862,Tungusic,0.36682718066512,0.35026017568682
180,ARD,GB027,-63.7425799511532,141.040715457862,Mongolic,0.381399827372497,0.364231791513403
180,ARD,GB027,-63.7425799511532,141.040715457862,Japonic,0.317108559218699,0.302224486956628
180,ARD,GB027,-63.7425799511532,141.040715457862,Koreanic,0.324777833061715,0.309693702824826
180,ER,GB028,-48.2261922189332,98.520181048036,Turkic,0.914963005894382,0.0791970990640082
