Tree,Model,Feature,LogLikelihood,AICc,Clade,p0,p1
92,ER,GB020,-14.9097242587002,31.8872451275698,Turkic,0.99992399955202,7.60004479795421e-05
92,ER,GB020,-14.9097242587002,31.8872451275698,Tungusic,0.999996977850099,3.02214990064834e-06
92,ER,GB020,-14.9097242587002,31.8872451275698,Mongolic,0.999973276529341,2.67234706590595e-05
92,ER,GB020,-14.9097242587002,31.8872451275698,Japonic,0.99997166663535,2.83333646498634e-05
92,ER,GB020,-14.9097242587002,31.8872451275698,Koreanic,0.999975258421952,2.47415780482914e-05
92,ARD,GB020,-11.8710192571586,27.9489350660412,Turkic,0.950567424893855,0.0494325751061448
92,ARD,GB020,-11.8710192571586,27.9489350660412,Tungusic,0.950567423620133,0.0494325763798668
92,ARD,GB020,-11.8710192571586,27.9489350660412,Mongolic,0.950567424881529,0.0494325751184707
92,ARD,GB020,-11.8710192571586,27.9489350660412,Japonic,0.9505674248941,0.0494325751059003
92,ARD,GB020,-11.8710192571586,27.9489350660412,Koreanic,0.952263275437514,0.0477367245624857
92,ER,GB021,-10.1894730928102,22.4467427957898,Turkic,0.999988036584206,1.19634157944935e-05
92,ER,GB021,-10.1894730928102,22.4467427957898,Tungusic,0.999943433986618,5.65660133821198e-05
92,ER,GB021,-10.1894730928102,22.4467427957898,Mongolic,0.999996003326131,3.99667386871263e-06
92,ER,GB021,-10.1894730928102,22.4467427957898,Japonic,0.999995479984152,4.52001584809392e-06
92,ER,GB021,-10.1894730928102,22.4467427957898,Koreanic,0.999995998242762,4.00175723774705e-06
92,ARD,GB021,-8.67878671610476,21.5644699839337,Turkic,0.968717691018552,0.031282308981448
92,ARD,GB021,-8.67878671610476,21.5644699839337,Tungusic,0.968717684768797,0.0312823152312034
92,ARD,GB021,-8.67878671610476,21.5644699839337,Mongolic,0.968717690995099,0.0312823090049007
92,ARD,GB021,-8.67878671610476,21.5644699839337,Japonic,0.968717691019504,0.0312823089804965
92,ARD,GB021,-8.67878671610476,21.5644699839337,Koreanic,0.970106691616824,0.0298933083831759
92,ER,GB022,-49.8492904809692,101.766377572108,Turkic,0.908343285131966,0.0831216084084924
92,ER,GB022,-49.8492904809692,101.766377572108,Tungusic,0.995004294767083,0.00448733534299444
92,ER,GB022,-49.8492904809692,101.766377572108,Mongolic,0.9983735090045,0.00084855080954002
92,ER,GB022,-49.8492904809692,101.766377572108,Japonic,0.998243682277782,0.000919016433767101
92,ER,GB022,-49.8492904809692,101.766377572108,Koreanic,0.998642045951399,0.000694071561279077
92,ARD,GB022,-36.3530369698598,86.2616294952751,Turkic,0.653899190244588,0.323548641884655
92,ARD,GB022,-36.3530369698598,86.2616294952751,Tungusic,0.768770618121576,0.216848517210666
92,ARD,GB022,-36.3530369698598,86.2616294952751,Mongolic,0.815863132898772,0.172945675314536
92,ARD,GB022,-36.3530369698598,86.2616294952751,Japonic,0.822261456388276,0.166988311958837
92,ARD,GB022,-36.3530369698598,86.2616294952751,Koreanic,0.971084706296107,0.0277589111261039
92,ER,GB023,-15.2431059078563,32.5540084258821,Turkic,0.999922550913046,7.74490869543019e-05
92,ER,GB023,-15.2431059078563,32.5540084258821,Tungusic,0.999996907917118,3.09208288158674e-06
92,ER,GB023,-15.2431059078563,32.5540084258821,Mongolic,0.99997241527815,2.75847218499759e-05
92,ER,GB023,-15.2431059078563,32.5540084258821,Japonic,0.999971133094254,2.88669057463926e-05
92,ER,GB023,-15.2431059078563,32.5540084258821,Koreanic,0.999974797865799,2.52021342009282e-05
92,ARD,GB023,-13.0188452628126,30.2445870773494,Turkic,0.942122625832367,0.0578773741676335
92,ARD,GB023,-13.0188452628126,30.2445870773494,Tungusic,0.937208984031144,0.0627910159688558
92,ARD,GB023,-13.0188452628126,30.2445870773494,Mongolic,0.937274070886808,0.0627259291131919
92,ARD,GB023,-13.0188452628126,30.2445870773494,Japonic,0.942443547179836,0.0575564528201644
92,ARD,GB023,-13.0188452628126,30.2445870773494,Koreanic,0.980128415529788,0.0198715844702121
